COUNTRY,PROJECT,YEAR,AMOUNT,LENDER,BORROWER,SECTOR,SENSITIVE TERRITORY OVERLAP
Sudan,Umm Kaddada Alfashir Road Construction,2009,$86M,ExImBank,Government,Transport,None Known
Sudan,Zalingei-El Geneinah Road Construction,2009,$120M,ExImBank,Government,Transport,None Known
Suriname,1000 housing project,2012,$47M,ExImBank,Government,Government,None Known
Suriname,J.A. Pengel International Airport Expansion Project,2019,$200M,ExImBank,Government,Transport,None Known
Suriname,National Broadband Network Project,2016,$98M,ExImBank,Government,Telecom,None Known
Suriname,National Infrastructure Projects (Dalian IV),2016,$235M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Tajikistan,Dushanbe-2 Combined Heat and Power (CHP) Plant,2014,$30M,ExImBank,Barqi Tojik,Power,None Known
Tajikistan,Khujand-Ayni power grid,2010,$37M,ExImBank,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Tajikistan,Rehabilitation of 500-kilowatt Power Transmission Line,2017,$79M,ExImBank,Government,Power,None Known
Tajikistan,Unified power system,2011,$27M,ExImBank,Government,Power,None Known
Tajikistan,Vahdat-Javan railway section upgrade,2014,$57M,ExImBank,Government,Transport,None Known
Tanzania,Bolster foreign exchange reserves,2015,$200M,CDB,Government,Government,None Known
Tanzania,ICT Fiber Optic Cable Network Project (Phase I),2008,$77M,ExImBank,Government,Telecom,None Known
Tanzania,ICT Fiber Optic Cable Network Project (Phase II),2010,$106M,ExImBank,Government,Telecom,None Known
Tanzania,ICT Fiber Optic Cable Network Project (Phase III),2013,$94M,ExImBank,Government,Telecom,None Known
Tanzania,Military Residential Houses Construction,2013,$285M,ExImBank,Government,Government,None Known
Tanzania,Mnazi Bay to Dar es Salaam Gas Pipeline Construction,2012,$1.2B,ExImBank,Government,"Extraction, pipelines",None Known
Tanzania,Zanzibar Airport Terminal 2 Expansion,2010,$73M,ExImBank,Government,Transport,None Known
Timor-Leste,Dili sewage system,2015,$50M,ExImBank,Government,Government,None Known
Togo,Adjarala Dam Project (Add-on Loan),2016,$57M,ExImBank,Government,Power,None Known
Togo,CDMA Transmission Project,2009,$32M,ExImBank,Togo Telecom,Telecom,None Known
Togo,E-Government Project,2010,$25M,ExImBank,Government,Telecom,None Known
Togo,New Lome International Airport (CL portion),2012,$75M,ExImBank,Government,Transport,None Known
Togo,New Lome International Airport (EBC portion),2012,$75M,ExImBank,Government,Transport,None Known
Togo,Niamtougou Airport Redevelopment,2016,$44M,ExImBank,Government,Transport,Within Indigenous Peoples' Lands
Togo,Public Solar Street Lamp Project,2014,$55M,ExImBank,Government,Power,None Known
Togo,Sokode Electric Transformer Station Project,2013,$25M,ExImBank,Government,Power,None Known
Togo,Togolese Road Network (partial) Renovation,2009,$165M,ExImBank,Government,Transport,"Within Indigenous Peoples' Lands
 Within National Protected Areas"
Tonga,National Road Improvement Program,2010,$43M,ExImBank,Government,Transport,Within Critical Habitats
Tonga,Tonga High school Sports Complex for 2019 Pacific Games,2017,$57M,ExImBank,Government,Other construction,None Known
Trinidad and Tobago,Children's hospital and 6 sports facilities,2013,$270M,ExImBank,Government,Mulit-sector/discretionary,None Known
Trinidad and Tobago,Phoenix Park Industrial Estate,2019,$104M,ExImBank,Government,Mulit-sector/discretionary,None Known
Tunisia,Trains Purchase,2009,$80M,ExImBank,Tunisian National Railways Company,Transport,None Known
Turkmenistan,Financing for Turkmenistan Gas Fields,2013,$4.1B,CDB,Government,"Extraction, pipelines",None Known
Turkmenistan,Galkynysh Gas Field Development,2009,$3.0B,CDB,Government,"Extraction, pipelines",None Known
Turkmenistan,Ioujno-Elotenshoie Gas Field (Extension of the 2009 Loan),2011,$4.1B,CDB,Turkmengaz,"Extraction, pipelines",None Known
Turkmenistan,Ioujno-Elotenshoie Gas Field (Extension of the 2009 Loan),2009,$3.0B,CDB,Turkmengaz,"Extraction, pipelines",None Known
Uganda,Electrical Substations in Luzira; Namanve; Mukono and Iganga Industrial Parks Construction,2016,$85M,ExImBank,Government,Power,Within National Protected Areas
Uganda,Entebbe Airport Expansion (Phase I),2015,$200M,ExImBank,Government,Transport,Within National Protected Areas
Uganda,Equipment supply to local governments,2011,$106M,ExImBank,Government,Mulit-sector/discretionary,None Known
Uganda,Isimba Hydroelectric Power Station (183 MW),2015,$483M,ExImBank,Government,Power,None Known
Uganda,Kampala-Entebbe Express Highway Construction,2011,$350M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Uganda,Karuma Hydroelectric Power Station Construction,2015,$1.4B,ExImBank,Government,Power,None Known
Uganda,National Backbone Transmission (Project II),2011,$67M,ExImBank,Government,Telecom,"Within Critical Habitats
 Within National Protected Areas"
Ukraine,Air Express Airport Railway,2009,$52M,ExImBank,Government,Transport,Within National Protected Areas
Ukraine,Gas to Coal Projects,2012,$3.5B,CDB,Naftogaz of Ukraine,Power,None Known
Ukraine,Purchase of Agricultural Projects,2012,$3.0B,ExImBank,Government,"Agriculture, food",None Known
Uzbekistan,Angren Power Station with Uzbekenergo,2013,$166M,ExImBank,Government,Power,None Known
Uzbekistan,Central Asia-China Gas Pipeline Route C Co-Financed with CNPC,2011,$2.2B,CDB,Government,"Extraction, pipelines",None Known
Uzbekistan,Dehkanabad potash plant (Phase 1),2010,$42M,ExImBank,Government,Manufacturing,None Known
Uzbekistan,Gas to Oil Processing Plant,2017,$1.2B,CDB,Uzbekneftegaz,Manufacturing,None Known
Uzbekistan,Pap-Angren Railway,2015,$350M,ExImBank,Government,Transport,Within Critical Habitats
Uzbekistan,Purchase of freight locomotives,2011,$42M,ExImBank,Government,Transport,None Known
Uzbekistan,PVC plant construction,2014,$300M,ExImBank,Government,Manufacturing,None Known
Uzbekistan,Qamchiq Tunnel (Angren-Pap Railway Line),2013,$350M,ExImBank,Government,Transport,Within Critical Habitats
Uzbekistan,Upgrade of Three Hydro Power Plants,2017,$240M,ExImBank,Government,Power,None Known
Vanuatu,Luganville Wharf Redevelopment,2015,$500M,ExImBank,Shanghai Construction Group,Transport,Within Critical Habitats
Vanuatu,Road Reconstruction,2014,$57M,ExImBank,Government,Transport,Within Critical Habitats
Vanuatu,Road rehabilitation and upgrade project Phase 2,2018,$50M,ExImBank,Government,Transport,None Known
Vanuatu,Vanuatu E-Government,2008,$29M,ExImBank,Government,Telecom,None Known
Venezuela,CVG (mining),2009,$1000M,CDB,Corporacion Venezolana de Guayana (CVG),"Extraction, pipelines",Within Critical Habitats
Venezuela,Discretionary,2012,$4.0B,CDB,Government,Mulit-sector/discretionary,None Known
Venezuela,Discretionary,2013,$5.0B,CDB,Government,Mulit-sector/discretionary,None Known
Venezuela,Discretionary,2014,$4.0B,ExImBank,Government,Mulit-sector/discretionary,None Known
Venezuela,Discretionary,2015,$5.0B,CDB,Government,Mulit-sector/discretionary,None Known
Venezuela,"Freeway, power plant, heavy industry, housing projects",2010,$14.3B,CDB,Government,Mulit-sector/discretionary,None Known
Venezuela,"Freeway, power plant, heavy industry, housing projects",2010,$6.0B,CDB,Government,Mulit-sector/discretionary,None Known
Venezuela,Increase Sinovensa Production in Orinoco,2013,$4.0B,CDB,"Petróleos de Venezuela, S.A. (PDVSA)","Extraction, pipelines",None Known
Venezuela,Las Cristinas gold mine,2013,$700M,CDB,Government,"Extraction, pipelines","Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Venezuela,Loan for oil,2009,$4.0B,CDB,"The Venezuelan Economic and Social Development Bank (BANDES) and Petróleos de Venezuela, S.A. (PDVSA)","Extraction, pipelines",None Known
Venezuela,"Morón, Carabobo port",2013,$391M,ExImBank,"Petróleos de Venezuela, S.A. (PDVSA)",Transport,None Known
Venezuela,New Dehydration and Desalination Plant; expansion of Jose Processing Plant in Anzoategui,2016,$2.2B,CDB,"Petróleos de Venezuela, S.A. (PDVSA)",Mulit-sector/discretionary,None Known
Venezuela,Oil refinery,2010,$1.1B,CDB,"Petróleos de Venezuela, S.A. (PDVSA)",Manufacturing,None Known
Venezuela,Orinoco oil production,2011,$4.0B,CDB,"The Venezuelan Economic and Social Development Bank (BANDES) and Petróleos de Venezuela, S.A. (PDVSA)","Extraction, pipelines","Within Indigenous Peoples' Lands
 Within Critical Habitats
 Within National Protected Areas"
Venezuela,"PDVSA, credit to buy 40% share of Abreu e Lima from Petrobras",2013,$1.5B,CDB,"Petróleos de Venezuela, S.A. (PDVSA)","Extraction, pipelines",None Known
Venezuela,Trade support: oil-related goods,2012,$500M,CDB,"Petróleos de Venezuela, S.A. (PDVSA)",Power,None Known
Venezuela,Unspecified,2009,$500M,ExImBank,,Mulit-sector/discretionary,None Known
Vietnam,"Coal-fired Thermal Power Plant Project (IPP project) in Hai Duong province, Vietnam with ICBC and CCB",2015,$1.4B,ExImBank,"JAKS, China Power Engineering Consulting Group Co Ltd (CPECC)",Power,None Known
Vietnam,Duyen Hai 1 with Sinosure,2011,$1.0B,ExImBank,Government,Power,Within Critical Habitats
Vietnam,Duyen Hai 2 Thermal Power Plant,2017,$1.8B,ExImBank,Malakoff Bhd and Shanghai Electric Group (SHANGHAI),Power,None Known
Vietnam,Duyen Hai 3 with Sinosure/BOC & ICBC,2012,$1000M,CDB,Vietnam Electricity (EVN),Power,None Known
Vietnam,Hai Phong Thermal Power Plant Phase 2,2008,$557M,ExImBank,Government,Power,None Known
Vietnam,Quang Ninh-1 Unit 1,2009,$176M,ExImBank,Government,Power,"Within Indigenous Peoples' Lands
 Within Critical Habitats"
Vietnam,Thai Binh 2 Coal Power Plant,2013,$28M,CDB,Petrovietnam,Power,None Known
Vietnam,Unspecified culture & infrastructure projects,2015,$200M,CDB,Bank for Investment and Development of Vietnam,Mulit-sector/discretionary,None Known
Vietnam,Uong Bi Power Plant,2009,$179M,ExImBank,Government,Power,None Known
Vietnam,Vinh Tan 1 Coal-Fired Thermal Power Plant,2014,$1.2B,"CDB, ExImBank","China Power International Development Limited Company (possible supplier's credit？), Power Corporation (Vietnam National Coal-Natural Industries Corporation)",Power,"Within Critical Habitats
 Within National Protected Areas"
Vietnam,Vinh Tan 2 Power Plant,2010,$300M,ExImBank,Vietnam Electricity (EVN),Power,"Within Critical Habitats
 Within National Protected Areas"
Vietnam,"Vinh Tan Coal Fired Power Plant III Unit I, II, III",2015,$200M,ExImBank,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Vietnam,Vung Ang Power Station,2011,$673M,CDB,Petrovietnam,Power,None Known
Zambia,720MW Kariba North Bank Hydropower Project Extension,2008,$316M,ExImBank,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Zambia,Airforce Residential Housing Unit Construction,2010,$366M,ExImBank,Government,Government,Within National Protected Areas
Zambia,Communication Towers Project (Phase II),2017,$281M,ExImBank,Government,Telecom,None Known
Zambia,Copperbelt Province C400 Road Construction,2018,$197M,ExImBank,Government,Transport,None Known
Zambia,D019 Road Upgrade (Kawambwa to Mporokoso),2018,$121M,ExImBank,Government,Transport,None Known
Zambia,Defense Project,2018,$171M,ExImBank,Government,Government,None Known
Zambia,Defense Project,2018,$30M,ExImBank,Government,Government,None Known
Zambia,Digital Migration (Phase II and III),2015,$93M,ExImBank,Government,Telecom,None Known
Zambia,Government complex building Construction,2009,$25M,ExImBank,Government,Government,None Known
Zambia,Kabwe Pensulo Second 330kV Line,2017,$114M,ExImBank,Zambia Electricity Supply Corporation Limited (ZESCO),Power,"Within Critical Habitats
 Within National Protected Areas"
Zambia,Kariba North Bank and Kafue West Transmission,2014,$45M,ExImBank,Zambia Electricity Supply Corporation Limited,Power,"Within Critical Habitats
 Within National Protected Areas"
Zambia,Lusaka International Airport,2014,$360M,ExImBank,Government,Transport,None Known
Zambia,Lusaka National Stadium Construction,2010,$86M,ExImBank,Government,Other construction,None Known
Zambia,Lusaka Urban Road L400 Construction (Phase I),2013,$296M,ExImBank,Government,Transport,Within National Protected Areas
Zambia,Lusaka Urban Road L400 Construction (Phase II),2016,$313M,ExImBank,Government,Transport,None Known
Zambia,Lusaka Urban Roads (L400) Upgrade; 400km (Phase III)-Eximbank part,2018,$205M,ExImBank,Government,Transport,Within National Protected Areas
Zambia,Lusaka-Kafue Bulk Water Supply Project,2016,$128M,ExImBank,Government,Government,None Known
Zambia,Lusiwasi Lower Hydropower Expansion & Lunzua Hydropower Rehabilitation,2013,$183M,ExImBank,Zambia Electricity Supply Corporation Limited (ZESCO),Power,Within National Protected Areas
Zambia,Mansa to Luwingu Road Construction,2013,$176M,CDB,Government,Transport,Within National Protected Areas
Zambia,Mansa to Luwingu Road Construction,2016,$30M,CDB,Government,Transport,Within National Protected Areas
Zambia,Mbala to Nakonde Road Construction,2013,$196M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Zambia,Mobile Hospital Project,2010,$47M,ExImBank,Government,Government,None Known
Zambia,Mongu Kalabo Road Rehabilitation (Mongu-Tapo Section),2011,$244M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
Zambia,Ndola International Airport (Phase I),2016,$338M,ExImBank,Government,Transport,None Known
Zambia,Non-intrusive container scanning equipment Purchase,2009,$46M,ExImBank,Government,Government,None Known
Zambia,Public Security Network III Project,2016,$179M,CDB,Government,Government,None Known
Zambia,Smart Zambia National ICT Development (Phase I),2015,$66M,ExImBank,Government,Telecom,None Known
Zambia,SMEs Development Loan,2015,$30M,CDB,Development Bank of Zambia,Government,None Known
Zambia,Solar-Powered Milling Plants,2016,$170M,CDB,Zambia Cooperative Federation,"Agriculture, food",None Known
Zambia,Z-9 Helicopters Purchase,2010,$105M,ExImBank,Government,Government,None Known
Zimbabwe,Harare City Water Reticulation,2012,$144M,ExImBank,Government,Government,Within Critical Habitats
Zimbabwe,Harare Robert Gabriel Mugabe International Airport Upgrade,2018,$152M,ExImBank,Government,Transport,None Known
Zimbabwe,Hwange Thermal Power Station Expansion (Unit 7-8),2017,$998M,ExImBank,Government,Power,None Known
Zimbabwe,Kariba South Bank Extension (CL portion),2013,$160M,ExImBank,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Zimbabwe,Kariba South Bank Extension (PEBC portion),2013,$160M,ExImBank,Government,Power,"Within Critical Habitats
 Within National Protected Areas"
Zimbabwe,Medical Equipment and Medicine Purchase,2012,$90M,ExImBank,Government,Government,None Known
Zimbabwe,National Defense College Construction,2011,$107M,ExImBank,Government,Government,None Known
Zimbabwe,NetOne Telecom Network Expansion (Phase II),2014,$219M,ExImBank,NetOne,Telecom,None Known
Zimbabwe,NetOne Telecome Network Expansion (Phase I),2010,$48M,ExImBank,NetOne,Telecom,None Known
Zimbabwe,Rural Base Stations Construction - 250 Units,2017,$71M,ExImBank,NetOne,Telecom,None Known
Zimbabwe,TelOne related Project,2015,$99M,ExImBank,TelOne,Telecom,None Known
Zimbabwe,Victoria Falls Airport Renovation,2012,$164M,ExImBank,Government,Transport,"Within Critical Habitats
 Within National Protected Areas"
